src_node        end_node        start_time              end_time                duration
sat_b           gs              07:12:00:24             07:12:55:92             55.68
sat_a           sat_b           07:12:31:12             07:13:30:75             59.63
sat_c           gs              07:12:32:45             07:13:24:45             52.00
gs              sat_b           07:12:43:93             07:13:47:21             63.28
sat_a           gs              07:12:44:08             07:13:36:56             52.48
sat_c           sat_b           07:12:44:80             07:13:44:53             59.73
gs              sat_c           07:12:47:17             07:13:21:66             34.49
gs              sat_a           07:12:48:37             07:13:28:37             40.00
sat_b           sat_a           07:12:51:37             07:13:47:39             56.02
sat_c           sat_a           07:13:14:38             07:13:52:43             38.05
sat_a           sat_c           07:13:14:70             07:13:46:15             31.45
sat_b           sat_c           07:13:29:86             07:14:29:83             59.97
sat_b           sat_c           07:14:01:03             07:15:06:48             65.45
sat_c           gs              07:14:12:27             07:14:43:38             31.11
gs              sat_a           07:14:18:21             07:15:16:12             57.91
sat_c           sat_a           07:14:21:25             07:15:04:30             43.05
gs              sat_b           07:14:31:12             07:15:25:92             54.80
sat_b           gs              07:14:45:64             07:15:32:18             46.54
sat_a           gs              07:14:56:10             07:15:48:05             51.95
sat_a           sat_b           07:15:00:13             07:15:59:60             59.47
gs              sat_c           07:15:07:49             07:16:05:69             58.20
sat_c           sat_b           07:15:08:88             07:16:09:24             60.36
sat_a           sat_c           07:15:15:57             07:16:01:40             45.83
sat_b           sat_a           07:15:17:37             07:15:49:98             32.61
sat_a           sat_b           07:16:04:61             07:16:52:19             47.58
sat_c           sat_b           07:16:13:53             07:16:46:68             33.15
gs              sat_c           07:16:16:73             07:16:58:93             42.20
gs              sat_a           07:16:23:20             07:17:12:24             49.04
sat_b           gs              07:16:24:67             07:17:33:73             69.06
sat_c           gs              07:16:26:55             07:17:02:29             35.74
sat_b           sat_a           07:16:36:96             07:17:12:94             35.98
sat_a           sat_c           07:16:39:19             07:17:11:15             31.96
sat_a           gs              07:16:43:13             07:17:21:46             38.33
gs              sat_b           07:16:45:15             07:17:42:43             57.28
sat_c           sat_a           07:17:13:91             07:17:46:80             32.89
sat_b           sat_c           07:17:25:61             07:18:10:71             45.10
sat_c           sat_b           07:18:01:11             07:18:32:29             31.18
sat_a           gs              07:18:04:35             07:18:46:49             42.14
sat_a           sat_b           07:18:06:38             07:18:44:98             38.60
sat_b           sat_c           07:18:26:63             07:19:21:74             55.11
sat_c           gs              07:18:31:11             07:19:09:12             38.01
gs              sat_a           07:18:42:59             07:19:18:23             35.64
sat_b           sat_a           07:18:43:54             07:19:40:27             56.73
gs              sat_b           07:18:58:99             07:19:29:55             30.56
sat_b           gs              07:19:00:05             07:19:40:55             40.50
sat_a           sat_c           07:19:05:76             07:20:05:80             60.04
sat_c           sat_a           07:19:21:30             07:19:55:56             34.26
gs              sat_c           07:19:26:73             07:20:02:43             35.70
sat_b           sat_c           07:20:09:90             07:21:16:94             67.04
gs              sat_a           07:20:10:74             07:20:56:02             45.28
sat_b           gs              07:20:12:83             07:20:50:26             37.43
sat_a           sat_b           07:20:20:70             07:21:12:77             52.07
sat_b           sat_a           07:20:30:17             07:21:00:47             30.30
gs              sat_b           07:20:32:65             07:21:22:60             49.95
gs              sat_c           07:20:34:81             07:21:22:01             47.20
sat_a           gs              07:20:45:11             07:21:40:48             55.37
sat_a           sat_c           07:20:47:16             07:21:27:89             40.73
sat_c           sat_b           07:20:52:19             07:21:30:09             37.90
sat_c           sat_a           07:21:13:08             07:22:08:79             55.71
sat_c           gs              07:21:25:46             07:22:20:84             55.38
sat_c           gs              07:22:34:48             07:23:08:68             34.20
sat_b           sat_a           07:22:40:86             07:23:42:03             61.17
gs              sat_c           07:22:40:88             07:23:44:14             63.26
gs              sat_b           07:22:47:47             07:23:31:50             44.03
sat_a           sat_b           07:22:50:25             07:23:27:96             37.71
sat_c           sat_b           07:22:51:16             07:23:44:08             52.92
gs              sat_a           07:22:58:07             07:23:32:95             34.88
sat_c           sat_a           07:23:02:24             07:23:36:61             34.37
sat_a           sat_c           07:23:05:51             07:23:36:47             30.96
sat_b           gs              07:23:20:60             07:24:15:93             55.33
sat_b           sat_c           07:23:20:81             07:23:51:53             30.72
sat_a           gs              07:23:22:13             07:23:55:34             33.21
sat_c           sat_b           07:24:02:06             07:24:58:90             56.84
sat_c           sat_a           07:24:02:13             07:25:09:60             67.47
gs              sat_b           07:24:14:73             07:25:23:63             68.90
sat_a           gs              07:24:19:39             07:25:03:23             43.84
sat_b           gs              07:24:19:59             07:25:19:81             60.22
gs              sat_c           07:24:31:82             07:25:38:85             67.03
gs              sat_a           07:24:35:45             07:25:34:76             59.31
sat_a           sat_b           07:24:42:25             07:25:19:82             37.57
sat_c           gs              07:25:02:46             07:26:07:06             64.60
sat_b           sat_a           07:25:21:00             07:26:13:89             52.89
sat_b           sat_c           07:25:23:13             07:25:54:54             31.41
sat_a           sat_c           07:25:27:56             07:26:34:49             66.93
gs              sat_c           07:26:10:98             07:26:57:25             46.27
gs              sat_b           07:26:12:75             07:27:22:62             69.87
sat_a           sat_b           07:26:17:10             07:27:26:41             69.31
sat_c           sat_b           07:26:18:96             07:26:51:64             32.68
sat_b           sat_c           07:26:22:62             07:27:30:30             67.68
gs              sat_a           07:26:44:46             07:27:53:19             68.73
sat_a           gs              07:26:54:27             07:27:35:48             41.21
sat_a           sat_c           07:26:56:92             07:27:53:90             56.98
sat_b           gs              07:26:58:05             07:27:37:37             39.32
sat_c           gs              07:27:09:17             07:28:12:77             63.60
sat_b           sat_a           07:27:10:14             07:28:08:73             58.59
sat_c           sat_a           07:27:28:09             07:28:33:99             65.90
sat_a           sat_b           07:28:02:18             07:28:51:48             49.30
gs              sat_b           07:28:25:77             07:29:30:43             64.66
sat_c           sat_a           07:28:28:50             07:29:11:48             42.98
sat_b           sat_a           07:28:41:15             07:29:26:65             45.50
sat_c           sat_b           07:28:55:69             07:30:05:47             69.78
sat_b           gs              07:28:55:81             07:29:42:67             46.86
sat_a           sat_c           07:29:04:92             07:29:52:05             47.13
sat_c           gs              07:29:11:61             07:29:46:24             34.63
sat_b           sat_c           07:29:13:22             07:30:15:46             62.24
gs              sat_a           07:29:13:59             07:30:05:03             51.44
gs              sat_c           07:29:16:08             07:30:25:92             69.84
sat_a           gs              07:29:22:70             07:30:19:68             56.98
gs              sat_a           07:30:01:15             07:31:02:79             61.64
sat_b           sat_c           07:30:03:99             07:31:10:94             66.95
sat_b           sat_a           07:30:04:41             07:30:41:26             36.85
sat_c           gs              07:30:06:58             07:30:55:26             48.68
sat_c           sat_a           07:30:09:20             07:31:18:12             68.92
sat_a           gs              07:30:18:04             07:31:08:12             50.08
gs              sat_b           07:30:29:48             07:31:34:33             64.85
sat_a           sat_c           07:30:37:58             07:31:45:29             67.71
gs              sat_c           07:30:40:52             07:31:23:64             43.12
sat_c           sat_b           07:30:56:51             07:31:30:47             33.96
sat_a           sat_b           07:31:06:28             07:31:40:77             34.49
sat_b           gs              07:31:25:19             07:32:32:39             67.20
sat_a           sat_b           07:32:09:04             07:32:39:75             30.71
sat_c           sat_b           07:32:09:76             07:32:51:08             41.32
sat_c           gs              07:32:13:40             07:33:15:11             61.71
sat_a           sat_c           07:32:14:24             07:33:02:70             48.46
sat_b           sat_a           07:32:17:95             07:33:07:40             49.45
gs              sat_b           07:32:39:07             07:33:42:23             63.16
sat_a           gs              07:32:59:64             07:33:34:59             34.95
sat_b           gs              07:33:04:95             07:33:43:35             38.40
sat_b           sat_c           07:33:11:33             07:34:20:79             69.46
gs              sat_a           07:33:12:34             07:33:50:95             38.61
gs              sat_c           07:33:12:78             07:34:04:69             51.91
sat_c           sat_a           07:33:26:20             07:34:31:58             65.38
sat_a           sat_b           07:34:12:67             07:35:02:21             49.54
sat_b           gs              07:34:17:81             07:35:16:11             58.30
sat_c           gs              07:34:26:79             07:35:17:38             50.59
gs              sat_a           07:34:29:14             07:35:19:76             50.62
sat_b           sat_a           07:34:31:89             07:35:02:33             30.44
gs              sat_b           07:34:39:31             07:35:40:77             61.46
sat_c           sat_a           07:34:46:88             07:35:34:16             47.28
sat_c           sat_b           07:34:53:70             07:35:34:36             40.66
sat_b           sat_c           07:34:54:09             07:35:40:11             46.02
gs              sat_c           07:35:00:35             07:36:06:06             65.71
sat_a           gs              07:35:06:28             07:35:44:85             38.57
sat_a           sat_c           07:35:15:05             07:35:59:55             44.50
sat_a           gs              07:36:05:92             07:37:15:41             69.49
sat_c           sat_b           07:36:27:96             07:37:18:67             50.71
sat_b           sat_c           07:36:30:63             07:37:19:86             49.23
gs              sat_c           07:36:38:85             07:37:41:30             62.45
sat_b           sat_a           07:36:48:49             07:37:54:73             66.24
sat_c           sat_a           07:36:56:37             07:37:50:55             54.18
gs              sat_b           07:36:58:36             07:37:30:49             32.13
sat_a           sat_b           07:37:13:47             07:37:53:78             40.31
sat_c           gs              07:37:16:17             07:38:19:72             63.55
sat_a           sat_c           07:37:18:66             07:38:15:13             56.47
sat_b           gs              07:37:23:52             07:38:15:15             51.63
gs              sat_a           07:37:28:69             07:38:10:88             42.19
sat_b           gs              07:38:04:77             07:39:01:39             56.62
sat_b           sat_a           07:38:06:94             07:38:57:96             51.02
sat_a           sat_c           07:38:16:72             07:38:50:13             33.41
gs              sat_c           07:38:22:84             07:39:23:60             60.76
sat_b           sat_c           07:38:24:71             07:39:10:51             45.80
sat_a           gs              07:38:36:38             07:39:19:83             43.45
gs              sat_a           07:38:59:44             07:40:04:26             64.82
gs              sat_b           07:39:07:06             07:40:07:81             60.75
sat_c           sat_a           07:39:10:89             07:40:15:49             64.60
sat_c           sat_b           07:39:12:57             07:39:47:46             34.89
sat_c           gs              07:39:17:67             07:40:16:23             58.56
sat_a           sat_b           07:39:21:33             07:40:31:21             69.88
sat_a           sat_b           07:40:11:96             07:41:18:87             66.91
gs              sat_a           07:40:16:92             07:41:20:51             63.59
sat_b           sat_a           07:40:28:67             07:41:38:16             69.49
sat_a           gs              07:40:29:47             07:41:17:53             48.06
sat_b           gs              07:40:29:90             07:41:02:48             32.58
sat_b           sat_c           07:40:31:57             07:41:13:25             41.68
gs              sat_c           07:40:32:81             07:41:16:59             43.78
sat_a           sat_c           07:40:55:17             07:41:42:17             47.00
gs              sat_b           07:40:55:67             07:41:47:84             52.17
sat_c           gs              07:41:11:61             07:42:11:74             60.13
sat_c           sat_b           07:41:15:84             07:42:00:03             44.19
sat_c           sat_a           07:41:28:84             07:42:36:12             67.28
sat_b           sat_c           07:42:03:77             07:42:37:82             34.05
sat_a           sat_b           07:42:10:26             07:42:55:77             45.51
sat_a           gs              07:42:15:40             07:43:23:51             68.11
sat_c           gs              07:42:17:06             07:43:07:92             50.86
gs              sat_b           07:42:18:36             07:42:56:60             38.24
sat_b           gs              07:42:19:61             07:42:55:70             36.09
sat_c           sat_b           07:42:22:43             07:43:23:02             60.59
gs              sat_a           07:42:23:47             07:42:53:48             30.01
sat_b           sat_a           07:42:29:82             07:43:08:06             38.24
sat_a           sat_c           07:43:06:98             07:43:47:04             40.06
gs              sat_c           07:43:12:44             07:43:56:98             44.54
sat_c           sat_a           07:43:17:45             07:43:56:74             39.29
sat_b           gs              07:44:16:16             07:44:47:72             31.56
gs              sat_a           07:44:16:40             07:45:13:76             57.36
sat_a           sat_b           07:44:17:42             07:45:08:52             51.10
sat_c           sat_a           07:44:22:51             07:45:11:44             48.93
sat_c           sat_b           07:44:40:18             07:45:31:60             51.42
sat_a           gs              07:44:46:16             07:45:45:67             59.51
sat_b           sat_a           07:44:46:60             07:45:43:93             57.33
sat_c           gs              07:44:49:19             07:45:27:17             37.98
sat_b           sat_c           07:44:49:48             07:45:52:05             62.57
gs              sat_b           07:44:50:74             07:45:30:65             39.91
gs              sat_c           07:44:58:78             07:45:48:69             49.91
sat_a           sat_c           07:45:04:34             07:45:36:83             32.49
sat_c           sat_b           07:46:03:58             07:46:50:02             46.44
gs              sat_a           07:46:12:25             07:47:22:20             69.95
sat_b           sat_a           07:46:19:46             07:46:57:72             38.26
sat_a           sat_c           07:46:33:83             07:47:05:19             31.36
sat_b           gs              07:46:46:28             07:47:52:64             66.36
gs              sat_b           07:46:56:41             07:47:42:91             46.50
sat_a           sat_b           07:46:58:24             07:47:40:22             41.98
sat_c           sat_a           07:47:04:19             07:47:47:41             43.22
sat_a           gs              07:47:05:81             07:48:14:57             68.76
sat_b           sat_c           07:47:11:04             07:47:58:55             47.51
sat_c           gs              07:47:18:41             07:47:52:51             34.10
gs              sat_c           07:47:22:97             07:48:13:87             50.90
sat_b           sat_c           07:48:02:54             07:48:45:54             43.00
sat_a           sat_c           07:48:05:92             07:48:51:77             45.85
sat_c           gs              07:48:07:70             07:49:12:05             64.35
sat_b           gs              07:48:08:15             07:48:54:80             46.65
sat_b           sat_a           07:48:08:27             07:48:43:28             35.01
gs              sat_b           07:48:11:25             07:49:17:10             65.85
gs              sat_c           07:48:18:20             07:49:10:30             52.10
sat_a           sat_b           07:48:18:31             07:49:00:59             42.28
sat_a           gs              07:48:35:12             07:49:09:32             34.20
sat_c           sat_b           07:48:43:01             07:49:18:87             35.86
gs              sat_a           07:48:45:01             07:49:51:46             66.45
sat_c           sat_a           07:48:45:42             07:49:51:01             65.59
sat_a           sat_c           07:50:03:16             07:51:04:33             61.17
sat_c           sat_b           07:50:04:04             07:51:04:78             60.74
sat_c           gs              07:50:10:29             07:51:14:28             63.99
sat_a           gs              07:50:10:41             07:51:13:08             62.67
sat_a           sat_b           07:50:18:89             07:50:55:99             37.10
gs              sat_c           07:50:31:19             07:51:28:65             57.46
sat_b           sat_a           07:50:31:52             07:51:10:27             38.75
sat_b           sat_c           07:50:35:52             07:51:32:59             57.07
sat_b           gs              07:50:47:59             07:51:52:14             64.55
gs              sat_a           07:50:58:89             07:52:06:80             67.91
sat_c           sat_a           07:51:16:35             07:52:26:02             69.67
gs              sat_b           07:51:22:26             07:52:02:23             39.97
sat_c           sat_b           07:52:30:45             07:53:33:07             62.62
gs              sat_c           07:52:35:99             07:53:10:35             34.36
sat_c           gs              07:52:43:76             07:53:37:12             53.36
sat_a           sat_c           07:52:46:59             07:53:27:39             40.80
gs              sat_b           07:52:47:22             07:53:52:59             65.37
gs              sat_a           07:52:47:62             07:53:24:15             36.53
sat_b           gs              07:52:52:92             07:53:39:20             46.28
sat_b           sat_a           07:53:04:04             07:53:48:57             44.53
sat_a           sat_b           07:53:14:79             07:54:18:42             63.63
sat_b           sat_c           07:53:24:09             07:54:17:83             53.74
sat_c           sat_a           07:53:25:72             07:54:20:26             54.54
sat_a           gs              07:53:28:26             07:54:09:91             41.65
gs              sat_b           07:54:06:18             07:54:49:46             43.28
sat_a           sat_c           07:54:09:47             07:55:06:90             57.43
sat_c           sat_b           07:54:15:69             07:54:50:93             35.24
sat_b           sat_a           07:54:24:34             07:55:21:24             56.90
sat_a           gs              07:54:24:75             07:55:11:37             46.62
sat_c           gs              07:54:38:53             07:55:44:85             66.32
sat_b           gs              07:54:44:23             07:55:39:28             55.05
gs              sat_c           07:54:47:67             07:55:28:90             41.23
gs              sat_a           07:55:05:45             07:55:50:75             45.30
sat_c           sat_a           07:55:12:34             07:56:07:73             55.39
sat_b           sat_c           07:55:19:84             07:56:27:70             67.86
sat_a           sat_b           07:55:22:34             07:55:54:53             32.19
sat_c           sat_a           07:56:05:09             07:56:46:64             41.55
gs              sat_c           07:56:14:66             07:57:22:05             67.39
sat_c           sat_b           07:56:14:90             07:56:52:91             38.01
sat_a           gs              07:56:18:37             07:57:04:46             46.09
gs              sat_b           07:56:27:02             07:57:01:12             34.10
sat_b           sat_c           07:56:31:37             07:57:04:79             33.42
sat_a           sat_c           07:56:39:90             07:57:41:94             62.04
sat_c           gs              07:56:40:46             07:57:47:71             67.25
sat_b           sat_a           07:57:04:95             07:57:51:08             46.13
sat_b           gs              07:57:07:59             07:58:12:22             64.63
sat_a           sat_b           07:57:20:92             07:58:21:97             61.05
gs              sat_a           07:57:27:03             07:58:03:68             36.65
gs              sat_c           07:58:13:77             07:59:17:67             63.90
gs              sat_a           07:58:22:97             07:59:13:70             50.73
gs              sat_b           07:58:34:05             07:59:12:98             38.93
sat_c           sat_a           07:58:39:04             07:59:37:11             58.07
sat_a           gs              07:58:47:54             07:59:45:99             58.45
sat_b           gs              07:58:49:08             07:59:38:18             49.10
sat_c           sat_b           07:58:57:30             07:59:32:78             35.48
sat_a           sat_c           07:59:03:74             07:59:41:56             37.82
sat_b           sat_a           07:59:10:25             07:59:44:32             34.07
sat_a           sat_b           07:59:10:63             07:59:49:78             39.15
sat_b           sat_c           07:59:12:48             07:59:56:92             44.44
sat_c           gs              07:59:28:47             08:00:29:71             61.24
gs              sat_a           08:00:01:13             08:00:48:76             47.63
sat_a           sat_b           08:00:02:10             08:00:51:88             49.78
sat_b           sat_a           08:00:18:93             08:01:18:25             59.32
sat_c           sat_b           08:00:21:60             08:01:03:73             42.13
gs              sat_c           08:00:24:38             08:01:14:90             50.52
sat_c           gs              08:00:26:79             08:01:29:41             62.62
sat_a           gs              08:00:29:57             08:01:24:42             54.85
sat_a           sat_c           08:00:37:26             08:01:41:16             63.90
sat_b           sat_c           08:00:38:25             08:01:45:38             67.13
gs              sat_b           08:00:48:27             08:01:56:96             68.69
sat_b           gs              08:00:54:27             08:01:55:93             61.66
sat_c           sat_a           08:01:16:22             08:02:08:62             52.40
sat_b           gs              08:02:03:82             08:02:51:55             47.73
sat_c           sat_a           08:02:08:95             08:03:07:03             58.08
sat_c           gs              08:02:09:77             08:03:18:36             68.59
sat_b           sat_c           08:02:18:65             08:03:07:84             49.19
sat_c           sat_b           08:02:21:65             08:03:31:02             69.37
gs              sat_a           08:02:24:53             08:03:12:50             47.97
gs              sat_b           08:02:24:95             08:03:02:62             37.67
gs              sat_c           08:02:36:94             08:03:34:85             57.91
sat_a           sat_c           08:02:46:82             08:03:46:64             59.82
sat_b           sat_a           08:02:54:71             08:03:59:57             64.86
sat_a           sat_b           08:03:01:33             08:03:34:45             33.12
sat_a           gs              08:03:27:64             08:04:34:88             67.24
gs              sat_b           08:04:06:15             08:05:14:99             68.84
gs              sat_c           08:04:07:22             08:04:37:83             30.61
sat_b           gs              08:04:17:40             08:05:19:89             62.49
sat_c           sat_a           08:04:19:62             08:05:14:12             54.50
sat_b           sat_c           08:04:27:88             08:05:05:41             37.53
gs              sat_a           08:04:29:06             08:05:03:56             34.50
sat_a           sat_b           08:04:36:56             08:05:32:51             55.95
sat_b           sat_a           08:04:38:52             08:05:16:24             37.72
sat_c           sat_b           08:04:56:97             08:05:54:55             57.58
sat_c           gs              08:04:59:45             08:06:08:59             69.14
sat_a           sat_c           08:05:11:11             08:06:16:65             65.54
sat_a           gs              08:05:18:67             08:05:58:25             39.58
sat_c           gs              08:06:07:24             08:06:57:26             50.02
gs              sat_a           08:06:14:06             08:07:20:78             66.72
sat_b           sat_c           08:06:17:99             08:07:19:83             61.84
sat_a           sat_c           08:06:24:43             08:07:07:01             42.58
sat_a           sat_b           08:06:40:15             08:07:24:79             44.64
gs              sat_b           08:06:48:34             08:07:33:56             45.22
gs              sat_c           08:06:53:54             08:07:55:17             61.63
sat_c           sat_b           08:07:05:31             08:08:08:82             63.51
sat_b           gs              08:07:06:46             08:07:38:66             32.20
sat_b           sat_a           08:07:07:59             08:07:44:34             36.75
sat_c           sat_a           08:07:22:87             08:08:06:10             43.23
sat_a           gs              08:07:29:47             08:08:32:68             63.21
sat_c           sat_b           08:08:05:03             08:09:11:82             66.79
sat_a           sat_b           08:08:06:76             08:08:39:46             32.70
sat_b           gs              08:08:08:69             08:09:08:58             59.89
sat_c           sat_a           08:08:08:75             08:08:42:19             33.44
sat_b           sat_c           08:08:25:73             08:09:34:05             68.32
sat_a           sat_c           08:08:26:77             08:09:07:87             41.10
gs              sat_a           08:08:27:75             08:08:58:02             30.27
sat_b           sat_a           08:08:58:90             08:09:38:94             40.04
gs              sat_b           08:08:59:91             08:09:46:74             46.83
sat_c           gs              08:09:09:37             08:09:52:90             43.53
sat_a           gs              08:09:11:18             08:10:09:79             58.61
gs              sat_c           08:09:13:30             08:09:45:95             32.65
sat_c           gs              08:10:10:39             08:11:01:02             50.63
sat_c           sat_b           08:10:11:62             08:11:17:71             66.09
sat_b           sat_a           08:10:12:13             08:10:47:71             35.58
gs              sat_b           08:10:48:35             08:11:44:32             55.97
sat_b           sat_c           08:10:54:81             08:11:35:01             40.20
sat_a           sat_b           08:11:00:06             08:12:04:93             64.87
sat_b           gs              08:11:00:84             08:11:42:73             41.89
gs              sat_c           08:11:06:24             08:11:39:46             33.22
sat_a           gs              08:11:09:82             08:11:56:99             47.17
sat_a           sat_c           08:11:17:53             08:11:48:63             31.10
sat_c           sat_a           08:11:18:39             08:12:19:71             61.32
gs              sat_a           08:11:25:64             08:12:20:11             54.47
sat_c           sat_b           08:12:21:74             08:13:19:52             57.78
gs              sat_b           08:12:34:52             08:13:33:69             59.17
sat_c           sat_a           08:12:50:19             08:13:42:26             52.07
sat_c           gs              08:13:08:77             08:14:16:55             67.78
sat_a           sat_c           08:13:10:30             08:14:17:88             67.58
gs              sat_a           08:13:11:61             08:14:20:78             69.17
sat_b           gs              08:13:13:07             08:14:04:60             51.53
sat_b           sat_c           08:13:16:98             08:14:07:42             50.44
sat_a           gs              08:13:21:97             08:14:23:08             61.11
sat_a           sat_b           08:13:25:09             08:14:26:58             61.49
sat_b           sat_a           08:13:26:78             08:14:35:88             69.10
gs              sat_c           08:13:26:99             08:14:32:63             65.64
sat_c           sat_a           08:14:16:99             08:14:49:41             32.42
sat_b           sat_a           08:14:21:77             08:15:26:39             64.62
sat_a           gs              08:14:27:21             08:15:19:94             52.73
sat_b           gs              08:14:38:71             08:15:33:08             54.37
sat_a           sat_b           08:14:43:65             08:15:28:58             44.93
gs              sat_b           08:15:03:00             08:16:04:88             61.88
sat_b           sat_c           08:15:05:77             08:15:59:75             53.98
sat_c           sat_b           08:15:08:89             08:16:05:59             56.70
gs              sat_a           08:15:11:42             08:16:07:15             55.73
sat_a           sat_c           08:15:16:10             08:16:19:87             63.77
sat_c           gs              08:15:17:41             08:15:55:43             38.02
gs              sat_c           08:15:26:89             08:16:08:74             41.85
sat_a           sat_c           08:16:07:96             08:16:56:97             49.01
sat_b           sat_c           08:16:29:25             08:17:31:75             62.50
gs              sat_b           08:16:34:77             08:17:08:55             33.78
sat_c           sat_b           08:16:36:10             08:17:35:81             59.71
sat_a           sat_b           08:16:49:64             08:17:53:98             64.34
sat_c           gs              08:16:54:21             08:17:59:52             65.31
sat_b           gs              08:16:57:13             08:17:55:28             58.15
sat_a           gs              08:17:00:54             08:18:10:30             69.76
gs              sat_c           08:17:01:90             08:18:02:07             60.17
sat_b           sat_a           08:17:12:84             08:18:20:95             68.11
gs              sat_a           08:17:13:65             08:17:46:84             33.19
sat_c           sat_a           08:17:28:05             08:18:24:40             56.35
sat_b           gs              08:18:01:62             08:18:48:35             46.73
sat_c           sat_a           08:18:03:86             08:18:57:66             53.80
sat_a           sat_c           08:18:04:44             08:18:42:43             37.99
gs              sat_b           08:18:05:85             08:18:47:87             42.02
sat_c           gs              08:18:08:54             08:19:09:84             61.30
sat_b           sat_c           08:18:24:69             08:19:03:02             38.33
sat_a           sat_b           08:18:38:55             08:19:19:91             41.36
sat_c           sat_b           08:18:42:76             08:19:48:62             65.86
sat_a           gs              08:18:43:00             08:19:18:61             35.61
sat_b           sat_a           08:18:46:74             08:19:37:19             50.45
gs              sat_c           08:19:09:52             08:19:49:34             39.82
gs              sat_a           08:19:10:56             08:20:10:18             59.62
sat_a           gs              08:20:11:76             08:20:45:93             34.17
gs              sat_c           08:20:18:94             08:20:54:74             35.80
sat_c           sat_b           08:20:18:95             08:21:10:20             51.25
sat_a           sat_c           08:20:29:26             08:21:04:05             34.79
gs              sat_b           08:20:31:51             08:21:14:45             42.94
sat_c           gs              08:20:40:04             08:21:21:00             40.96
sat_c           sat_a           08:20:48:09             08:21:58:08             69.99
gs              sat_a           08:20:59:39             08:21:54:97             55.58
sat_b           gs              08:21:01:61             08:21:40:10             38.49
sat_b           sat_c           08:21:04:96             08:22:00:26             55.30
sat_a           sat_b           08:21:15:54             08:21:50:48             34.94
sat_b           sat_a           08:21:17:43             08:21:49:32             31.89
gs              sat_b           08:22:07:61             08:23:16:98             69.37
sat_c           sat_b           08:22:20:82             08:22:55:63             34.81
sat_c           gs              08:22:25:59             08:22:56:63             31.04
sat_b           sat_a           08:22:26:45             08:23:26:42             59.97
sat_a           sat_c           08:22:29:32             08:23:25:00             55.68
gs              sat_c           08:22:32:04             08:23:38:77             66.73
sat_a           sat_b           08:22:32:46             08:23:13:26             40.80
sat_a           gs              08:22:33:56             08:23:28:41             54.85
sat_b           sat_c           08:22:42:78             08:23:23:10             40.32
sat_c           sat_a           08:22:53:02             08:23:29:45             36.43
sat_b           gs              08:23:02:37             08:23:43:60             41.23
gs              sat_a           08:23:11:20             08:23:59:37             48.17
sat_a           sat_c           08:24:00:28             08:24:35:46             35.18
sat_b           sat_a           08:24:14:39             08:25:10:95             56.56
sat_a           gs              08:24:16:31             08:25:16:00             59.69
gs              sat_b           08:24:16:38             08:24:54:18             37.80
sat_c           sat_b           08:24:29:22             08:25:19:01             49.79
gs              sat_a           08:24:30:49             08:25:10:20             39.71
sat_c           gs              08:24:34:20             08:25:29:90             55.70
sat_c           sat_a           08:24:40:23             08:25:42:78             62.55
gs              sat_c           08:24:45:54             08:25:46:76             61.22
sat_b           gs              08:24:50:16             08:25:57:98             67.82
sat_a           sat_b           08:25:07:40             08:25:38:52             31.12
sat_b           sat_c           08:25:27:94             08:26:12:40             44.46
sat_c           sat_a           08:26:09:55             08:26:56:15             46.60
gs              sat_a           08:26:10:64             08:26:46:77             36.13
sat_a           sat_c           08:26:11:10             08:26:59:61             48.51
sat_c           gs              08:26:16:07             08:26:58:19             42.12
sat_b           sat_a           08:26:18:50             08:27:04:08             45.58
sat_a           sat_b           08:26:23:69             08:26:55:66             31.97
gs              sat_b           08:26:23:92             08:27:24:80             60.88
sat_b           gs              08:26:23:98             08:27:09:23             45.25
sat_c           sat_b           08:26:29:62             08:27:27:19             57.57
sat_b           sat_c           08:26:34:42             08:27:25:55             51.13
sat_a           gs              08:27:08:53             08:27:53:69             45.16
gs              sat_c           08:27:13:33             08:28:00:40             47.07
sat_c           gs              08:28:04:54             08:28:50:25             45.71
gs              sat_a           08:28:11:90             08:28:43:77             31.87
sat_a           sat_c           08:28:16:03             08:29:13:10             57.07
sat_b           sat_a           08:28:29:20             08:29:05:18             35.98
sat_a           gs              08:28:29:66             08:29:16:11             46.45
sat_b           gs              08:28:42:14             08:29:38:95             56.81
sat_b           sat_c           08:28:46:66             08:29:26:51             39.85
gs              sat_c           08:28:55:16             08:30:00:78             65.62
sat_a           sat_b           08:29:03:54             08:30:12:53             68.99
gs              sat_b           08:29:07:25             08:29:43:43             36.18
sat_c           sat_a           08:29:22:75             08:30:25:07             62.32
sat_c           sat_b           08:29:27:46             08:30:31:46             64.00
sat_b           gs              08:30:02:70             08:30:57:51             54.81
sat_a           gs              08:30:06:22             08:30:53:51             47.29
sat_c           sat_a           08:30:19:91             08:31:28:33             68.42
sat_a           sat_c           08:30:21:64             08:31:14:08             52.44
sat_c           sat_b           08:30:31:55             08:31:09:32             37.77
sat_c           gs              08:30:38:09             08:31:36:94             58.85
gs              sat_c           08:30:51:99             08:31:45:65             53.66
sat_b           sat_a           08:31:04:16             08:32:07:89             63.73
sat_b           sat_c           08:31:13:59             08:32:13:01             59.42
gs              sat_a           08:31:16:51             08:32:17:29             60.78
gs              sat_b           08:31:17:15             08:32:12:06             54.91
sat_a           sat_b           08:31:28:43             08:32:00:07             31.64
sat_a           gs              08:32:16:01             08:33:08:25             52.24
sat_a           sat_c           08:32:16:27             08:33:18:09             61.82
